rawData	tokens	sentiment	Category
Belarus Issues Dire World War III Warning as It Gets Ready to Send Troops to Ukraine - The Daily Beast https://t.co/VZdpj2RngY via @GoogleNews	belarus issue dire world war iii warning get ready send troop ukraine daily beast via	-0.7783	Negative
Belarus Issues Dire World War III Warning as It Gets Ready to Send Troops to Ukraine https://t.co/Ldh46oaUER #SmartNews	belarus issue dire world war iii warning get ready send troop ukraine smartnews	-0.7783	Negative
Belarus President Alexander Lukashenko Orders Deployment Of More Troops To Ukraine Border https://t.co/jwptJfr1Pi	belarus president alexander lukashenko order deployment troop ukraine border	0.0	Neutral
Belarus and Moldova are Russian controlled countries
Belarus and its Russian installed Puppet Gov't has has allowed 1000's of Russian Troops along its border that will be used for a Putin False Flag operation to justify a Belarus
Belarus changed their constitution to allow nuclear weapons from Russia on their soil.	belarus changed constitution allow nuclear weapon russia soil	-0.25	Neutral
Belarus finally joined #war: the country's troops attacked Ukraine in the Chernihiv region!	belarus finally joined war country troop attacked ukraine chernihiv region	-0.7845	Negative
Belarus has also entered the war
Belarus has announced that Russian troops are staying in the country beyond the joint military drills. Observers in Lithuania see it as a “creeping occupation” of Belarus.	belarus announced troop staying country beyond joint military drill observer lithuania see creeping occupation belarus	0.0	Neutral
Belarus has now reportedly announced that Russian troops will be stationed in the country 'indefinitely' and won't be going anywhere after 'exercises' are completed due to tensions in the Donbas region.	belarus reportedly announced troop stationed country indefinitely wont going anywhere exercise completed due tension donbas region	-0.4019	Neutral
Belarus is preparing to deploy troops into Ukraine in support of the country’s Russian allies. A Biden administration official said that Belarusian leadership could order the deployment of forces into Ukrain... https://t.co/YXdq4XgS7l	belarus preparing deploy troop ukraine support country ally biden administration official said belarusian leadership order deployment force ukrain	0.4019	Neutral
Belarus is sending troops in Ukraine	belarus sending troop ukraine	0.0	Neutral
Belarus joins Russia’s war on Ukraine. Minsk sends troops to Chernihiv region
Belarus joins invasion of Ukraine as troops cross border while 40 mile long Russian convoy nears Kyiv https://t.co/LkN8oUQZXW	belarus join invasion ukraine troop cross border mile long convoy nears kyiv	0.0	Neutral
Belarus joins
Belarus leader denies Russian claims about sending troops to Syria https://t.co/SHMn0VrFTk	belarus leader denies claim sending troop syria	-0.4215	Neutral
Belarus says Russian troops to stay in country indefinitely via @FT	belarus say troop stay country indefinitely via	0.0	Neutral
Belarus says no Russian soldiers or military equipment will stay after joint drills Moscow has repeatedly denied planning any incursion and said its troops would leave Belarusian territory
Belarus
Belarus
Belarusian Railways hacked after transporting Russian troops https://t.co/khaAZf7pFc	belarusian railway hacked transporting troop	-0.4019	Neutral
Belarusian Troops Storm Ukraine as Massive Russian Bomb Blast Rocks City Center https://t.co/apwcM6KZiv -- As we said
Belarusian Troops Storm Ukraine as Massive Russian Bomb Blast Rocks City Center https://t.co/zOTdato6oy  First Russia
Belarusian activists launch ransomware attack against railway in protest of dictatorship
Belarusian and Russian military equipment  along the border with Ukraine from Gomel to Lelchitsy https://t.co/gZh4Md2OEj	belarusian military equipment along border ukraine gomel lelchitsy	0.0	Neutral
Belarusian leader predicts when Ukraine could form Union State with Russia	belarusian leader predicts ukraine form union state russia	0.0	Neutral
Belarusian railway system hacked in attempt to stop Russian troops	belarusian railway system hacked attempt stop troop	-0.5994	Negative
Belarusian soldiers feeling 'extremely low' as Ukraine military believes they have been told to cross border https://t.co/ajvoPcYlpi	belarusian soldier feeling extremely low ukraine military belief told cross border	-0.2247	Neutral
Bellingcat’s Grozev on Investigating Russia’s Invasion of Ukraine	bellingcats grozev investigating russia invasion ukraine	0.0	Neutral
Beltway Insider: Biden/Ukraine
Berdyansk has been captured by Russian troops
Berdyansk has been captured by Russian troops
Berkeley Symphony stands in solidarity with the people of Ukraine. Our heartfelt thoughts and prayers are with the people who are caught in the conflict. We are dedicating this Sunday’s concert to the fortitude of the human spirit in the face of adversity.#StandWithUkraine https://t.co/821WTZvSHn	berkeley symphony stand solidarity people ukraine heartfelt thought prayer people caught conflict dedicating sunday concert fortitude human spirit face adversitystandwithukraine	0.6249	Positive
Bern
Besides there is a hard increase in the number and intensity of shelling along the entire line of the demarcation.   Contrary to the statements of Russian spokesmen
Best outcome in Ukraine crisis is nothing. NATO makes no concessions. Europe wakes up and realizes Putin will be back and try again. Folks start taking working with Ukraine
Best play
Bet you won’t invade Mississippi pussy @Russia	bet wont invade mississippi pussy	0.0	Neutral
Between China asking Putin to delay so Chinese Olympics were not affected
Between diplomacy and war: Russia-Ukraine high tension https://t.co/lZOOkI4g1u	diplomacy war russiaukraine high tension	-0.7351	Negative
Between speaking out against Ukraine’s admission in NATO and snubbing Tom Brady
Bevor der Tag endet
Bewegend ❤️🙏 #Berlin #Ukraine #StandWithUkraine https://t.co/GgNj0Kxzgx	bewegend berlin ukraine standwithukraine	0.0	Neutral
Biden &amp; Kamala ignore the southern border and put border Patrol agents' lives in jeopardy.	biden amp kamala ignore southern border put border patrol agent life jeopardy	-0.6808	Negative
Biden 'convinced' Putin has made decision to invade Ukraine as crisis with Russia escalates - ABC News - https://t.co/nbpXq3bcy2 @ABCより	biden convinced putin made decision invade ukraine crisis russia escalates abc news	-0.34	Neutral
Biden 'convinced' Russia will invade Ukraine
Biden - had literal drones scout the border (as did the UK) that saw 150k russian troops with tanks aimed towards Ukraine
Biden Admin Reportedly Diverting U.S. Border Patrol Agents To Assist In Ukraine Conflict https://t.co/N8we9LeoUa via @amlookout ++++++++++++	biden admin reportedly diverting u border patrol agent assist ukraine conflict via	-0.3182	Neutral
Biden Administration Warns Americans In Ukraine To Flee As War Could Break Out At Any Moment With 100
Biden Administration's Ukraine Freak-Out: Pretense For War? https://t.co/A0P7H6pXU6 via @YouTube	biden administration ukraine freakout pretense war via	-0.7717	Negative
Biden Agrees to Meet With Putin If Russia Doesn’t Invade Ukraine https://t.co/b2JnyZ0na7 via @epochtimes	biden agrees meet putin russia doesnt invade ukraine via	0.2023	Neutral
Biden Considers Deploying Troops to Eastern Europe as Russian Invasion Threat Mounts https://t.co/AK4yXsTxuW	biden considers deploying troop eastern europe invasion threat mount	-0.5267	Negative
Biden Considers Sending Thousands of Troops
Biden Could Deploy 50
Biden Could Deploy 50
Biden Drops Ukraine to Cure Cancer After Weeks of ‘Imminent War!’ Hysteria https://t.co/9FHP4rKo0s	biden drop ukraine cure cancer week imminent war hysteria	-0.9042	Negative
Biden Frantically Looking For 8
Biden IS poised to deploy US forces: President is in 'final stages' of identifying up to 50
Biden Inc allowed all this Ukraine stuff to happen. United States wants the world to demonize Russia to hide its own corruption and this and it’s working. Trump warned everyone in NATO years ago nobody listened. DON’T BELIEVE THE LIE THERES MORE TO THIS THAT THEY WONT TELL YOU!!	biden inc allowed ukraine stuff happen united state want world demonize russia hide corruption working trump warned everyone nato year ago nobody listened dont believe lie there wont tell	0.0	Neutral
Biden National Security Advisor Jake Sullivan made several television appearances Sunday to warn
Biden Predicts Russia WIll Invade Ukraine https://t.co/cghirAHprE	biden predicts russia invade ukraine	0.0	Neutral
Biden Predicts Russia Will Invade Ukraine https://t.co/LzR6ylOLXq	biden predicts russia invade ukraine	0.0	Neutral
Biden Predicts Russia Will Invade Ukraine https://t.co/VzdF6DblHV	biden predicts russia invade ukraine	0.0	Neutral
Biden Predicts Russia Will Invade Ukraine https://t.co/WVW116IUhE	biden predicts russia invade ukraine	0.0	Neutral
Biden Put out the Welcome Mat at the Southern Border 🧳 “Russia had amassed over 100
Biden Ready To Respond To Russian Invasion Of Ukraine With ‘Unity
Biden Responds to Reports of 2M Migrants Illegally Crossing Southern Border by Sending Thousands of Troops to Protect Border of Dinky Eastern European Country He Can’t Even Find on a Map #warhawk #warmongering #ukraine #russia #whereshunter #immigration https://t.co/4GMc8hG73M	biden responds report migrant illegally crossing southern border sending thousand troop protect border dinky eastern european country cant even find map warhawk warmongering ukraine russia whereshunter immigration	-0.2263	Neutral
Biden Says He Believes Russia Will Invade Ukraine Within ‘Several Days
Biden Says He Expects Russia to Invade in 'Next Several Days
Biden Says Putin Has Decided To Invade Ukraine President Joe Biden said on Friday that Russia President Vladimir Putin has decided to invade Ukraine
Biden Says Russia Can Invade Ukraine So Long As They Avoid Hunter’s Gas Company - Dr. Rich Swier https://t.co/XaAD4T9VjE	biden say russia invade ukraine long avoid hunter gas company dr rich swier	0.34	Neutral
Biden Says Russia Can Invade Ukraine So Long As They Avoid Hunter’s Gas Company https://t.co/0uuDfjYZSK via @TheBabylonBee	biden say russia invade ukraine long avoid hunter gas company via	-0.296	Neutral
Biden Says Russia Can Invade Ukraine So Long As They Avoid Hunter’s Gas Company https://t.co/SlbNPaZ49k via @TheBabylonBee	biden say russia invade ukraine long avoid hunter gas company via	-0.296	Neutral
Biden Says Russia Can Invade Ukraine So Long As They Avoid Hunter’s Gas Company https://t.co/wG1XtxWokl via @TheBabylonBee	biden say russia invade ukraine long avoid hunter gas company via	-0.296	Neutral
Biden Says US Troops Won’t Rescue Americans in Ukraine If Russia Invades https://t.co/QUoOe0yxFH via @epochtimes	biden say u troop wont rescue american ukraine russia invades via	-0.4023	Neutral
Biden Sending 3
Biden Set for Putin Call to Ease Ukraine Standoff | In @ForeignPolicy
Biden Shows He Is Not Trump By Refusing To Meet With Putin Unless Russian Troops Are Withdrawn	biden show trump refusing meet putin unless troop withdrawn	0.3089	Neutral
Biden Urged to Ignore War Hawks and Pursue ‘Real Path to Peace’ in Ukraine	biden urged ignore war hawk pursue real path peace ukraine	-0.4404	Neutral
Biden Vows That If Russia Invades Ukraine
Biden Vows That If Russia Invades Ukraine
Biden Warns Russia That If They Invade Ukraine
Biden Warns U.S. Won’t Send Troops to Rescue Americans in Ukraine https://t.co/7g5PmXFw5B	biden warns u wont send troop rescue american ukraine	0.4404	Neutral
Biden Wd Like to Know What Problem Is nytimes.com/2022/01/24/opi…	biden wd like know problem nytimescomopi	0.5423	Positive
Biden Weighs Decision to Send 50
Biden Weighs Sending Thousands Of Cross-Dressing Troops To Strike Fear Into Russia https://t.co/ppZEw7L2up	biden weighs sending thousand crossdressing troop strike fear russia	-0.5719	Negative
